  Node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 17473    -25000   23192.8   0      0.00970474   -0.025387   -0.00618735      0.00970474   -0.025387   -0.00618735
 2263    -25000   22590.4   0      0.00924612   -0.0247881   -0.0066546      0.00924612   -0.0247881   -0.0066546
 5635    -25000   21988   0      0.00870052   -0.0241257   -0.00713936      0.00870052   -0.0241257   -0.00713936
 4693    -25000   21385.5   0      0.00812267   -0.0234321   -0.00763626      0.00812267   -0.0234321   -0.00763626
 5385    -25000   20783.1   0      0.00747496   -0.0226861   -0.00814485      0.00747496   -0.0226861   -0.00814485
 4060    -25000   20180.7   0      0.00675581   -0.0219017   -0.00867736      0.00675581   -0.0219017   -0.00867736
 3565    -25000   19578.3   0      0.00600086   -0.0210782   -0.00921338      0.00600086   -0.0210782   -0.00921338
 16594    -25000   18975.9   0      0.0051595   -0.0202043   -0.00974761      0.0051595   -0.0202043   -0.00974761
 6304    -25000   18373.5   0      0.00429448   -0.0193312   -0.0103006      0.00429448   -0.0193312   -0.0103006
 3587    -25000   17771.1   0      0.00335738   -0.0183952   -0.0108535      0.00335738   -0.0183952   -0.0108535
 4388    -25000   17168.7   0      0.00236603   -0.0174603   -0.0114274      0.00236603   -0.0174603   -0.0114274
 6331    -25000   16566.3   0      0.00135403   -0.0165021   -0.0119806      0.00135403   -0.0165021   -0.0119806
 3600    -25000   15963.9   0      0.000283661   -0.015504   -0.0125317      0.000283661   -0.015504   -0.0125317
 5773    -25000   15361.4   0      -0.000802716   -0.0145292   -0.0130829      -0.000802716   -0.0145292   -0.0130829
 4280    -25000   14759   0      -0.00190999   -0.0135349   -0.0136253      -0.00190999   -0.0135349   -0.0136253
 4082    -25000   14156.6   0      -0.00303567   -0.0125299   -0.0141547      -0.00303567   -0.0125299   -0.0141547
 3267    -25000   13554.2   0      -0.00414193   -0.0115536   -0.014683      -0.00414193   -0.0115536   -0.014683
 4792    -25000   12951.8   0      -0.0052451   -0.0105562   -0.0151772      -0.0052451   -0.0105562   -0.0151772
 1768    -25000   12349.4   0      -0.00631319   -0.00960823   -0.0156607      -0.00631319   -0.00960823   -0.0156607
 4413    -25000   11747   0      -0.00732762   -0.00865898   -0.0161104      -0.00732762   -0.00865898   -0.0161104
 2146    -25000   11144.6   0      -0.0083278   -0.00773077   -0.0165613      -0.0083278   -0.00773077   -0.0165613
 1758    -25000   10542.2   0      -0.00920737   -0.00683945   -0.0169693      -0.00920737   -0.00683945   -0.0169693
 260    -25000   9939.76   0      -0.0100013   -0.00594688   -0.0173409      -0.0100013   -0.00594688   -0.0173409
 5043    -25000   9337.35   0      -0.0107349   -0.00509164   -0.0176885      -0.0107349   -0.00509164   -0.0176885
 1886    -25000   8734.94   0      -0.0113037   -0.00424532   -0.018006      -0.0113037   -0.00424532   -0.018006
 4785    -25000   8132.53   0      -0.0117682   -0.0034195   -0.0182847      -0.0117682   -0.0034195   -0.0182847
 3870    -25000   7530.12   0      -0.0120818   -0.0026164   -0.0185093      -0.0120818   -0.0026164   -0.0185093
 5728    -25000   6927.71   0      -0.012227   -0.00181211   -0.018705      -0.012227   -0.00181211   -0.018705
 1163    -25000   6325.3   0      -0.0122434   -0.00102018   -0.0188596      -0.0122434   -0.00102018   -0.0188596
 2803    -25000   5722.89   0      -0.0120664   -0.000225001   -0.0189763      -0.0120664   -0.000225001   -0.0189763
 5793    -25000   5120.48   0      -0.0117328   0.00057411   -0.0190558      -0.0117328   0.00057411   -0.0190558
 6560    -25000   4518.07   0      -0.0112407   0.00139429   -0.0190929      -0.0112407   0.00139429   -0.0190929
 6567    -25000   3915.66   0      -0.0105574   0.00223041   -0.0191025      -0.0105574   0.00223041   -0.0191025
 1142    -25000   3313.25   0      -0.00976017   0.00310435   -0.0190617      -0.00976017   0.00310435   -0.0190617
 5802    -25000   2710.84   0      -0.00880336   0.00398359   -0.0189972      -0.00880336   0.00398359   -0.0189972
 6366    -25000   2108.43   0      -0.00767365   0.00492382   -0.0188763      -0.00767365   0.00492382   -0.0188763
 6100    -25000   1506.02   0      -0.00644647   0.00591326   -0.0187342      -0.00644647   0.00591326   -0.0187342
 878    -25000   903.614   0      -0.00509219   0.00692162   -0.018554      -0.00509219   0.00692162   -0.018554
 6365    -25000   301.205   0      -0.003647   0.00801222   -0.0183371      -0.003647   0.00801222   -0.0183371
 3227    -25000   -301.205   0      -0.00214334   0.0091103   -0.0181044      -0.00214334   0.0091103   -0.0181044
 2816    -25000   -903.614   0      -0.000554578   0.0102691   -0.0178337      -0.000554578   0.0102691   -0.0178337
 6103    -25000   -1506.02   0      0.00106869   0.0114753   -0.0175232      0.00106869   0.0114753   -0.0175232
 3230    -25000   -2108.43   0      0.00269898   0.0127054   -0.0172008      0.00269898   0.0127054   -0.0172008
 6104    -25000   -2710.84   0      0.00436977   0.0140065   -0.0168559      0.00436977   0.0140065   -0.0168559
 3240    -25000   -3313.25   0      0.00597963   0.0152991   -0.0164966      0.00597963   0.0152991   -0.0164966
