
Model of Maule fault in Chile
3 fixed CMB points

 Gravity changes  -- element group #1 

 Simulation time = 0.000000 ; step size = 0

 coordinates                          accelerations . . .->      geoid change & gradients
   X             Y            Z       dg_x        dg_y      dg_z      dg_net        dN    P_zx     P_zy     P_zz
2.55804e+06  3.34722e+06  -3.87034e+06      5.8268e-11  7.49268e-11  -2.18508e-10     -9.82     -0.000207853    -2.92046e-17     -3.96769e-17     2.95269e-17
-351602  5.27442e+06  2.19006e+06      -1.45809e-11  4.11758e-10  -3.43294e-10     -9.82     -0.000367268    4.57875e-17     6.27756e-18     -2.06626e-17
-915523  5.2099e+06  2.18052e+06      -6.14394e-11  3.99808e-10  -3.41265e-10     -9.82     -0.000367484    -5.57694e-17     -1.55548e-17     -2.01871e-17
-3.77139e+06  -615388  4.25972e+06      -7.91502e-10  -1.23456e-10  -4.38583e-10     -9.82     -0.000514509    3.49288e-16     1.84127e-18     -1.23258e-16
1.81913e+06  -4.81482e+06  2.50092e+06      1.87602e-10  -3.84061e-10  -3.35572e-10     -9.82     -0.000377745    -2.81081e-17     -8.95944e-18     -4.67926e-17
4.36728e+06  -3.56176e+06  -989449      1.39877e-10  -1.0334e-10  -2.36385e-10     -9.82     -0.000254649    -3.53105e-17     3.20569e-17     1.6023e-17
804778  5.1355e+06  2.38954e+06      9.70129e-11  4.15025e-10  -3.44633e-10     -9.82     -0.000375736    -4.26456e-17     -5.59678e-17     -1.67576e-16
5.58651e+06  -1.09775e+06  -567799      1.76165e-10  -3.57744e-11  -2.31868e-10     -9.82     -0.000262479    -1.27919e-17     5.40557e-19     2.28143e-17
-3.18784e+06  -4.20686e+06  2.20963e+06      -1.68756e-10  -2.4069e-10  -3.20552e-10     -9.82     -0.000371958    4.86228e-17     5.36013e-17     -6.82775e-17
437734  -3.0702e+06  -4.80514e+06      3.08867e-11  -5.36078e-11  -2.04994e-10     -9.82     -0.000199803    -1.4607e-18     2.66718e-17     3.16442e-17
424552  -5.70543e+06  -65601.8      4.02915e-11  -1.8127e-10  -2.58568e-10     -9.82     -0.000285657    -2.44714e-18     5.28166e-17     -1.36672e-17
3.39771e+06  204076  4.59808e+06      1.14502e-09  7.60395e-11  -4.78219e-10     -9.82     -0.000552912    -3.82602e-16     2.54271e-17     -2.81864e-16
-3.45091e+06  -1.91588e+06  4.14051e+06      -6.83192e-10  -3.15013e-10  -4.30435e-10     -9.82     -0.000504349    3.28316e-16     1.90366e-16     -1.2421e-16
-3.19211e+06  -2.08019e+06  4.26673e+06      -7.26254e-10  -3.86183e-10  -4.59415e-10     -9.82     -0.000522908    8.18397e-17     1.01712e-16     4.63853e-18
5.69613e+06  105258  -528941      1.75267e-10  -6.84513e-14  -2.31512e-10     -9.82     -0.000263572    -4.78002e-17     -3.03076e-18     -1.11939e-18
-853460  -885830  -5.58792e+06      9.58155e-12  -6.31733e-12  -1.92877e-10     -9.82     -0.00019335    1.92253e-17     1.23095e-17     3.99841e-17
-3.01626e+06  -4.39892e+06  -2.07587e+06      -9.15765e-12  -5.93959e-11  -2.07777e-10     -9.82     -0.000251791    5.9599e-18     3.89844e-20     3.60561e-17
5.56846e+06  -782241  1.05641e+06      2.52527e-10  -3.29891e-11  -2.55166e-10     -9.82     -0.00030408    -3.87366e-17     1.35544e-17     3.13551e-17
3.71313e+06  -2.38263e+06  3.63471e+06      6.08131e-10  -2.96097e-10  -3.46736e-10     -9.82     -0.000440641    -1.25335e-16     2.59674e-17     3.83923e-17
586173  -2.07296e+06  5.30367e+06      1.09756e-09  -3.19593e-09  -1.73124e-09     -9.82     -0.000960881    5.59136e-17     1.51612e-15     3.21746e-16
-4.45111e+06  -1.35743e+06  3.32986e+06      -4.20025e-10  -1.00056e-10  -3.46385e-10     -9.82     -0.000428268    2.2566e-16     6.83611e-17     -7.34903e-17
-4.49666e+06  -1.78013e+06  3.05844e+06      -3.48345e-10  -1.12967e-10  -3.4195e-10     -9.82     -0.000412316    1.56158e-16     6.66076e-17     -2.30092e-17
3.06417e+06  -2.88354e+06  3.86854e+06      6.28602e-10  -4.51388e-10  -4.05969e-10     -9.82     -0.000471332    1.37203e-16     -2.33293e-16     3.28173e-16
4.38086e+06  3.18782e+06  1.84119e+06      2.74514e-10  1.60081e-10  -2.8351e-10     -9.82     -0.000336212    -4.37854e-17     2.33139e-17     -2.52557e-17
4.68174e+06  2.90507e+06  1.53843e+06      2.52041e-10  1.29559e-10  -2.6805e-10     -9.82     -0.000323842    -7.7009e-17     -9.43051e-18     -4.74472e-17
3.74424e+06  -92508.9  4.32172e+06      9.26252e-10  8.79995e-12  -3.98498e-10     -9.82     -0.00050493    -2.69098e-16     8.90559e-18     -2.42079e-16
2.06018e+06  -5.07121e+06  -1.66739e+06      7.50372e-11  -1.2701e-10  -2.3496e-10     -9.82     -0.000244994    -1.3515e-17     3.30195e-17     2.1313e-17
4.72033e+06  707975  3.1573e+06      4.82331e-10  6.06568e-11  -2.92857e-10     -9.82     -0.000393899    -1.08713e-16     -1.5119e-17     -5.85659e-17
3.71533e+06  4.15435e+06  -1.29471e+06      1.07605e-10  1.14273e-10  -2.39876e-10     -9.82     -0.00025048    -2.16412e-17     -1.56755e-17     8.66956e-18
-1.59932e+06  2.27311e+06  -5.00196e+06      -5.1276e-12  4.62263e-11  -2.07092e-10     -9.82     -0.000198955    3.4841e-17     -2.25351e-17     3.43864e-17
3.0689e+06  -1.2313e+06  -4.66597e+06      7.75234e-11  -2.3045e-11  -2.2174e-10     -9.82     -0.000196663    -4.04801e-17     3.48321e-17     3.14856e-17
5.09033e+06  743126  2.50553e+06      3.7565e-10  4.58423e-11  -2.78084e-10     -9.82     -0.000358559    -7.74586e-17     -3.55726e-17     -3.01611e-17
5.23241e+06  313152  2.29427e+06      3.56217e-10  1.74796e-11  -2.73938e-10     -9.82     -0.000348689    -8.62594e-17     5.61627e-18     -3.96951e-17
-403064  5.64593e+06  842285      -5.78683e-12  2.71057e-10  -2.91924e-10     -9.82     -0.00031096    1.92977e-18     -3.58619e-17     -7.58335e-18
2.12537e+06  5.06427e+06  -1.60033e+06      6.61722e-11  1.41087e-10  -2.43245e-10     -9.82     -0.000245173    -1.70587e-17     -3.75069e-17     1.41781e-17
-1.29528e+06  4.07499e+06  3.80138e+06      -2.67928e-10  7.7215e-10  -4.49269e-10     -9.82     -0.000493383    3.69874e-17     -1.92731e-16     -2.61401e-16
-3.63781e+06  -3.30618e+06  2.92561e+06      -2.89452e-10  -2.31641e-10  -3.45027e-10     -9.82     -0.000408322    9.72522e-17     9.19482e-17     6.57705e-17
-3.47856e+06  -3.24588e+06  3.17563e+06      -3.21782e-10  -2.63893e-10  -3.62615e-10     -9.82     -0.000423863    -9.80953e-18     7.9381e-18     -8.24879e-17
-1.6261e+06  -3.11444e+06  4.514e+06      -6.42311e-10  -9.59438e-10  -5.6936e-10     -9.82     -0.000586035    2.19339e-16     2.70505e-16     -2.5644e-16
632213  -3.79981e+06  4.22655e+06      2.39535e-10  -9.81261e-10  -5.01381e-10     -9.82     -0.000542092    -1.5665e-16     -1.04581e-15     9.39416e-16
457679  -5.54605e+06  -1.33091e+06      3.84654e-11  -1.34065e-10  -2.3603e-10     -9.82     -0.000255915    3.89766e-18     4.01881e-17     4.08832e-17
-3.8714e+06  -2.75913e+06  3.18303e+06      -3.47307e-10  -2.20851e-10  -3.50163e-10     -9.82     -0.000422503    1.53698e-16     1.04414e-16     -5.63353e-17
2.41242e+06  1.31842e+06  -5.01853e+06      5.47678e-11  2.92214e-11  -2.01927e-10     -9.82     -0.000194231    -4.49118e-17     -2.2936e-17     8.5701e-17
-1.0915e+06  4.86246e+06  2.81209e+06      -1.13041e-10  5.01105e-10  -3.77555e-10     -9.82     -0.000404778    1.30752e-16     -2.80723e-17     -2.11985e-17
5.20044e+06  -654072  2.29462e+06      3.60231e-10  -3.58194e-11  -2.75088e-10     -9.82     -0.000348981    -2.76631e-18     -2.57771e-17     -1.97152e-17
700230  -4.71189e+06  3.17099e+06      1.05687e-10  -5.57546e-10  -3.78767e-10     -9.82     -0.000425102    6.21437e-17     1.20787e-16     1.20383e-17
350523  -4.18275e+06  3.87965e+06      9.0674e-11  -8.0041e-10  -4.46147e-10     -9.82     -0.000494418    -1.03294e-16     7.0733e-17     -4.2749e-16
5.56917e+06  -1.30757e+06  -104377      1.93485e-10  -4.45806e-11  -2.38533e-10     -9.82     -0.000273018    -1.81379e-17     1.33673e-18     1.28034e-17
5.45627e+06  -1.66168e+06  -451894      1.78521e-10  -5.27391e-11  -2.3585e-10     -9.82     -0.000265066    -2.23469e-17     1.02761e-17     2.04993e-17
-1.57513e+06  4.28977e+06  3.4438e+06      -2.41372e-10  6.23875e-10  -4.12857e-10     -9.82     -0.000454893    6.81142e-17     -1.81678e-16     -2.2761e-16
3.44138e+06  2.54013e+06  -3.80024e+06      7.92213e-11  5.09236e-11  -2.18807e-10     -9.82     -0.000208347    -4.70473e-17     -3.13643e-17     2.19797e-17
-1.29487e+06  -5.56633e+06  278791      -1.05261e-11  -1.77764e-10  -2.67807e-10     -9.82     -0.000299468    4.05366e-18     4.76332e-17     1.48297e-17
-935012  -5.60978e+06  627688      -7.70992e-12  -2.09484e-10  -2.79017e-10     -9.82     -0.000308742    -3.01307e-17     1.25985e-17     1.27092e-17
4.07539e+06  -3.29333e+06  2.29858e+06      3.24876e-10  -2.19537e-10  -3.00941e-10     -9.82     -0.000356148    -6.12797e-17     8.61664e-17     1.5618e-17
-1.03784e+06  -3.36419e+06  4.50899e+06      -4.346e-10  -1.09365e-09  -5.77609e-10     -9.82     -0.000591999    -1.38371e-16     8.34035e-17     -2.67496e-16
-715405  -3.32531e+06  4.60003e+06      -3.40246e-10  -1.26042e-09  -6.26565e-10     -9.82     -0.000615116    -7.61738e-17     1.09641e-16     3.0329e-16
240014  4.48763e+06  3.53787e+06      8.59532e-11  6.92004e-10  -4.22043e-10     -9.82     -0.000461973    1.19053e-16     4.66904e-16     2.68433e-16
5.40338e+06  1.05507e+06  -1.55853e+06      1.43148e-10  2.50469e-11  -2.23563e-10     -9.82     -0.000243159    -4.32691e-17     6.76628e-20     1.81758e-17
-141126  -5.06318e+06  -2.66347e+06      2.58864e-11  -9.28401e-11  -2.14114e-10     -9.82     -0.000232774    5.1306e-18     1.66406e-17     2.52947e-17
5.72026e+06  -103484  -65770.5      1.93035e-10  -5.51671e-12  -2.33665e-10     -9.82     -0.000274083    -5.92187e-17     6.2703e-18     1.69011e-17
5.69921e+06  -312718  397706      2.13904e-10  -1.31688e-11  -2.39476e-10     -9.82     -0.00028554    -6.90277e-17     5.22275e-18     1.94901e-17
-571366  2.14219e+06  5.27701e+06      -9.74894e-10  3.28873e-09  -2.09187e-09     -9.82     -0.000988827    -3.61838e-16     -2.49443e-15     9.22253e-16
2.5753e+06  -3.58172e+06  3.63469e+06      4.66152e-10  -5.27948e-10  -3.89186e-10     -9.82     -0.0004538    -8.0813e-17     1.46682e-16     -2.07963e-16
5.32356e+06  -1.52203e+06  -1.44348e+06      1.49341e-10  -4.28101e-11  -2.24598e-10     -9.82     -0.000244753    -4.13713e-17     1.30735e-17     2.18036e-17
-1.63977e+06  955889  -5.39832e+06      -1.09994e-12  2.50517e-11  -1.98005e-10     -9.82     -0.000195764    2.99387e-17     -8.35868e-18     3.37353e-17
-1.99222e+06  1.2471e+06  -5.21775e+06      -8.74254e-12  2.95326e-11  -1.95645e-10     -9.82     -0.000198386    1.37079e-17     -6.81858e-18     3.82561e-17
-1.5667e+06  1.49593e+06  -5.29586e+06      4.30146e-13  3.65357e-11  -2.01709e-10     -9.82     -0.000196106    3.40193e-17     -5.66856e-18     4.47161e-17
-1.01157e+06  -266799  -5.62516e+06      7.06944e-12  4.17597e-12  -1.99207e-10     -9.82     -0.000192743    1.12359e-17     5.61601e-18     4.08203e-17
-264449  -5.61697e+06  1.05618e+06      9.86816e-12  -2.47272e-10  -2.95836e-10     -9.82     -0.000321145    1.16962e-17     7.58847e-17     5.48753e-17
-3.07464e+06  3.11527e+06  3.6847e+06      -5.34572e-10  4.50699e-10  -4.17357e-10     -9.82     -0.000470701    2.13962e-16     1.32348e-16     2.67858e-17
5.60581e+06  994455  -567909      1.72225e-10  2.58374e-11  -2.33037e-10     -9.82     -0.000263047    -1.76955e-17     1.38441e-18     2.10326e-17
5.61382e+06  623116  -913215      1.63022e-10  1.44561e-11  -2.28869e-10     -9.82     -0.000255599    -9.48888e-18     4.15526e-18     2.0887e-17
2.51633e+06  -841717  -5.06976e+06      6.58091e-11  -1.96668e-11  -2.20492e-10     -9.82     -0.000192432    -1.53514e-17     3.48451e-17     3.70125e-17
3.86204e+06  -3.21039e+06  2.74243e+06      3.80448e-10  -2.57652e-10  -3.15538e-10     -9.82     -0.00037961    6.15133e-17     -8.87589e-17     -2.12866e-18
3.85588e+06  -3.04659e+06  2.93319e+06      4.16139e-10  -2.61554e-10  -3.14886e-10     -9.82     -0.00039027    -1.04196e-16     6.01337e-17     -4.48085e-17
3.30795e+06  2.82202e+06  -3.7184e+06      7.59651e-11  5.7861e-11  -2.17407e-10     -9.82     -0.00020966    -5.12333e-17     -3.90052e-17     2.34842e-17
2.89622e+06  2.80569e+06  -4.05838e+06      6.73981e-11  5.82839e-11  -2.22328e-10     -9.82     -0.000205091    -3.33548e-17     -3.86697e-17     1.53873e-17
3.79754e+06  -4.23859e+06  591479      1.79266e-10  -1.71209e-10  -2.65465e-10     -9.82     -0.000295163    -1.33752e-17     2.61896e-17     2.09309e-17
-1.01236e+06  -1.75682e+06  -5.34652e+06      1.19077e-11  -2.21103e-11  -1.92217e-10     -9.82     -0.00019692    1.68402e-17     1.52876e-17     2.88152e-17
-4.26131e+06  -3.22771e+06  2.04128e+06      -1.8256e-10  -1.31328e-10  -3.12982e-10     -9.82     -0.00036517    5.87721e-17     8.91396e-17     2.44564e-18
-3.92212e+06  -3.39458e+06  2.41528e+06      -2.19871e-10  -1.78722e-10  -3.23974e-10     -9.82     -0.000381657    1.23308e-16     1.26404e-16     -2.07592e-17
4.36952e+06  -3.6937e+06  11579.3      1.7172e-10  -1.28945e-10  -2.51227e-10     -9.82     -0.000277949    -1.51025e-17     9.26038e-18     2.33322e-17
4.59073e+06  -3.39606e+06  358951      1.91683e-10  -1.25581e-10  -2.55341e-10     -9.82     -0.0002866    -3.37505e-17     1.94351e-17     2.60139e-17
5.47505e+06  1.28207e+06  1.05634e+06      2.42931e-10  4.70244e-11  -2.52691e-10     -9.82     -0.000304758    -2.31418e-17     4.75899e-18     -5.39953e-18
-1.76512e+06  5.07138e+06  1.97372e+06      -1.16617e-10  3.52725e-10  -3.3263e-10     -9.82     -0.000357718    -9.4348e-17     -2.24208e-17     -6.75841e-17
3.36112e+06  4.36629e+06  1.53668e+06      2.01358e-10  2.22512e-10  -2.90679e-10     -9.82     -0.00032883    -5.10083e-17     -3.88068e-17     -7.55756e-17
4.45014e+06  -1.9904e+06  2.99473e+06      4.52536e-10  -1.62195e-10  -2.98472e-10     -9.82     -0.000388539    -4.70936e-17     5.15109e-18     -1.0795e-16
4.31564e+06  -2.26909e+06  2.99357e+06      4.50223e-10  -1.85824e-10  -3.02539e-10     -9.82     -0.000389777    -6.60346e-17     1.86095e-17     -6.32237e-17
5.26723e+06  -2.20906e+06  -336112      1.79465e-10  -7.019e-11  -2.39308e-10     -9.82     -0.000267896    -3.34114e-17     1.43297e-17     1.73981e-17
5.19079e+06  -2.40331e+06  127496      1.95561e-10  -8.20964e-11  -2.43206e-10     -9.82     -0.000279227    1.21471e-17     -2.99105e-17     -1.9464e-17
5.06348e+06  -2.52196e+06  859618      2.3041e-10  -1.00776e-10  -2.55309e-10     -9.82     -0.000299569    -7.1417e-17     3.42683e-17     1.44022e-17
4.95557e+06  -2.58808e+06  -1.21793e+06      1.47367e-10  -7.24281e-11  -2.30704e-10     -9.82     -0.000249291    -4.17772e-17     1.71333e-17     7.66537e-18
941203  5.14249e+06  -2.32614e+06      3.22616e-11  1.3765e-10  -2.40278e-10     -9.82     -0.000231989    -9.47559e-18     -3.51711e-17     9.50047e-18
826175  5.33734e+06  -1.88846e+06      3.07084e-11  1.49487e-10  -2.43528e-10     -9.82     -0.000240303    -7.37868e-18     -4.31072e-17     1.58383e-17
-1.53689e+06  1.95718e+06  5.15314e+06      -2.00263e-09  1.76124e-09  -1.39995e-09     -9.82     -0.000850182    1.25771e-15     -1.41467e-15     -6.61128e-16
1.2269e+06  -4.61438e+06  3.15358e+06      1.77668e-10  -5.22035e-10  -3.76903e-10     -9.82     -0.00042196    3.85391e-17     1.39438e-18     -2.33292e-16
-405107  1.31667e+06  5.55609e+06      -2.61884e-09  6.09746e-09  -7.51874e-09     -9.82     -0.00151846    1.06116e-15     -1.22395e-14     6.80608e-15
-700510  1.30057e+06  5.5298e+06      -4.01436e-09  4.42954e-09  -6.02882e-09     -9.82     -0.00140977    3.85182e-15     -3.63766e-15     1.30699e-14
4.29954e+06  3.75951e+06  -321056      1.43907e-10  1.12322e-10  -2.47719e-10     -9.82     -0.000271664    -6.95458e-17     -4.04438e-17     -2.50504e-18
4.60218e+06  -3.34092e+06  628740      2.05136e-10  -1.29684e-10  -2.57741e-10     -9.82     -0.000294128    -5.34297e-17     3.02952e-17     -3.07466e-17
4.99389e+06  -1.12093e+06  -2.55978e+06      1.17895e-10  -2.65504e-11  -2.12612e-10     -9.82     -0.000225888    -5.92461e-17     1.39428e-17     1.85153e-17
-4.03117e+06  1.23877e+06  3.86829e+06      -6.42645e-10  1.40824e-10  -3.87947e-10     -9.82     -0.000475246    2.19352e-16     -3.67846e-17     -7.10897e-17
1.38816e+06  3.78922e+06  -4.05486e+06      3.64081e-11  9.31288e-11  -2.17318e-10     -9.82     -0.000205632    -2.71623e-17     -4.23331e-17     3.48437e-17
3.5997e+06  2.82496e+06  3.43354e+06      4.97025e-10  3.00763e-10  -3.38512e-10     -9.82     -0.000423924    -1.01354e-16     -9.65849e-17     -5.65196e-17
3.41748e+06  3.28762e+06  3.20358e+06      4.25146e-10  3.1807e-10  -3.31706e-10     -9.82     -0.000410012    -1.16979e-16     -6.74807e-17     -2.45618e-17
1.7822e+06  -5.33334e+06  1.05591e+06      1.09045e-10  -2.47374e-10  -2.89705e-10     -9.82     -0.00031575    -2.43351e-17     8.72778e-17     3.33653e-17
-154714  -5.71928e+06  50291.9      1.8076e-11  -1.83179e-10  -2.60714e-10     -9.82     -0.000290205    3.65774e-18     8.36561e-17     4.08381e-17
-207886  -5.71355e+06  -220808      1.66984e-11  -1.67863e-10  -2.57556e-10     -9.82     -0.000283224    9.5381e-18     3.93328e-17     2.12236e-17
1.00045e+06  -5.63048e+06  -181711      5.67077e-11  -1.77299e-10  -2.58652e-10     -9.82     -0.000281122    -5.45635e-18     8.39956e-17     -5.21456e-18
4.22354e+06  801825  -3.77855e+06      1.04593e-10  1.78549e-11  -2.22814e-10     -9.82     -0.000207327    -3.70221e-17     -7.79564e-18     2.50286e-17
4.26056e+06  -2.87732e+06  2.51196e+06      3.6422e-10  -2.06365e-10  -2.99121e-10     -9.82     -0.000365023    -6.00011e-17     4.44976e-17     -1.3744e-18
4.03387e+06  -2.80443e+06  2.93575e+06      4.24274e-10  -2.34833e-10  -3.14096e-10     -9.82     -0.000388935    2.06616e-17     -2.20257e-17     2.34988e-18
3.32647e+06  1.17524e+06  4.50279e+06      1.0698e-09  2.75582e-10  -4.61108e-10     -9.82     -0.000538561    -7.53553e-16     -3.21168e-16     -1.83903e-16
3.30389e+06  825300  4.59674e+06      1.13674e-09  2.09514e-10  -4.82364e-10     -9.82     -0.000554379    -5.14261e-16     -2.21573e-16     -3.28761e-16
-4.23299e+06  -2.63585e+06  2.80622e+06      -2.88905e-10  -1.61819e-10  -3.35093e-10     -9.82     -0.000400005    9.14462e-17     2.63099e-17     -4.31218e-18
3.81051e+06  -4.18081e+06  859594      1.9039e-10  -1.78001e-10  -2.67751e-10     -9.82     -0.000303227    -4.77237e-17     3.70055e-17     -1.67546e-17
-412213  -3.48332e+06  4.51812e+06      -1.72798e-10  -1.19535e-09  -6.04569e-10     -9.82     -0.000598305    3.36756e-16     -1.06268e-15     3.58723e-16
-1.41862e+06  2.93442e+06  4.70429e+06      -7.73073e-10  1.36274e-09  -7.64291e-10     -9.82     -0.000661156    -1.02312e-17     1.54526e-16     -3.82747e-16
-2.02579e+06  -5.28326e+06  850904      -4.41952e-11  -1.88352e-10  -2.7664e-10     -9.82     -0.000318746    5.70853e-17     1.02609e-16     3.45241e-17
5.62871e+06  -887665  514988      2.20196e-10  -3.39112e-11  -2.42158e-10     -9.82     -0.000288581    -6.60911e-17     1.09237e-17     2.40323e-17
4.02646e+06  -3.88824e+06  1.18782e+06      2.1585e-10  -1.7885e-10  -2.73533e-10     -9.82     -0.000313186    -7.3911e-17     5.59688e-17     -4.69326e-17
1.60237e+06  2.01318e+06  -5.11095e+06      3.88862e-11  4.61875e-11  -2.15878e-10     -9.82     -0.0001932    -3.07412e-17     -2.20594e-17     6.51763e-17
-1.33056e+06  3.05678e+06  -4.65053e+06      -4.72869e-13  6.61667e-11  -2.06719e-10     -9.82     -0.000202089    1.64018e-17     -1.75084e-17     4.00589e-17
-105481  -5.58958e+06  -1.21861e+06      2.61629e-11  -1.3153e-10  -2.36166e-10     -9.82     -0.000259845    2.44285e-18     1.49347e-17     1.75163e-17
-462662  -5.48665e+06  -1.55695e+06      1.89358e-11  -1.1751e-10  -2.28885e-10     -9.82     -0.00025391    1.05908e-17     3.84514e-17     1.95209e-17
5.46356e+06  1.55469e+06  -684656      1.66003e-10  3.93961e-11  -2.31584e-10     -9.82     -0.000260847    -3.11039e-17     -1.01251e-17     -7.06935e-19
-2.61317e+06  1.17586e+06  4.95295e+06      -1.67554e-09  4.22943e-10  -8.52108e-10     -9.82     -0.000692963    3.49824e-16     -6.3354e-17     -1.54728e-17
-2.86998e+06  1.11218e+06  4.8237e+06      -1.44619e-09  3.13419e-10  -7.11107e-10     -9.82     -0.000644034    4.9357e-16     -3.08887e-16     -3.6715e-16
