
Model of Maule fault in Chile
3 fixed CMB points

 Gravity changes  -- element group #1 

 Simulation time = 0.000000 ; step size = 0

 coordinates                          accelerations . . .->      geoid change & gradients
   X             Y            Z       dg_x        dg_y      dg_z      dg_net        dN    P_zx     P_zy     P_zz
2.5531e+06  -5.80819e+06  795088      1.40909e-10  -2.49359e-10  -2.27651e-10     -9.82     -0.000287978    1.36167e-16     -7.73408e-17     -1.28145e-16
2.80991e+06  -5.67987e+06  851481      1.3326e-10  -2.27282e-10  -2.36641e-10     -9.82     -0.000288657    -2.11187e-16     1.16749e-16     2.96998e-16
4.7549e+06  -3.95668e+06  1.62299e+06      2.79912e-10  -1.89382e-10  -2.24874e-10     -9.82     -0.000305519    -4.54691e-16     4.69411e-17     -1.137e-15
2.98455e+06  -5.6167e+06  658219      1.41484e-10  -2.12393e-10  -2.33137e-10     -9.82     -0.000282992    -2.92997e-17     -4.17811e-18     9.07465e-17
2.88735e+06  -5.59984e+06  1.08843e+06      1.67163e-10  -2.47991e-10  -2.27421e-10     -9.82     -0.000295116    1.09258e-16     1.10659e-16     6.14965e-17
4.08612e+06  -4.83229e+06  910734      1.91808e-10  -1.98142e-10  -2.20642e-10     -9.82     -0.000286758    -5.84676e-17     3.6167e-17     -4.27614e-18
4.3387e+06  -4.61556e+06  857741      2.09376e-10  -1.97668e-10  -2.26095e-10     -9.82     -0.000284664    2.19044e-16     -4.29895e-17     -5.65811e-16
4.47088e+06  -4.44733e+06  1.04811e+06      2.15082e-10  -1.87364e-10  -2.28286e-10     -9.82     -0.000289501    -4.1125e-17     1.01125e-16     -2.04341e-17
4.4065e+06  -4.59142e+06  610384      1.82896e-10  -1.76536e-10  -2.2806e-10     -9.82     -0.000278294    -3.96561e-17     1.15145e-16     4.88287e-17
-3.88011e+06  1.79149e+06  4.75513e+06      -8.20381e-10  3.27392e-10  -2.76072e-10     -9.82     -0.000504745    6.92924e-17     3.13694e-17     -5.92752e-16
-4.00304e+06  1.95821e+06  4.58473e+06      -7.49605e-10  2.99832e-10  -2.59118e-10     -9.82     -0.000484883    3.34106e-16     -4.66637e-17     -1.66409e-16
-3.96919e+06  1.50051e+06  4.78279e+06      -8.46593e-10  2.71541e-10  -2.94796e-10     -9.82     -0.000506583    3.48411e-16     -1.47579e-16     -9.72619e-17
-3.84187e+06  1.3177e+06  4.93778e+06      -9.177e-10  2.65248e-10  -3.05338e-10     -9.82     -0.0005269    1.5036e-16     3.04055e-16     -2.49719e-16
-3.61496e+06  1.42275e+06  5.07714e+06      -1.02253e-09  3.10392e-10  -3.30563e-10     -9.82     -0.000552166    3.01193e-16     3.67195e-17     4.86638e-17
5.54909e+06  -1.04732e+06  2.9992e+06      4.15395e-10  -6.56371e-11  -1.89748e-10     -9.82     -0.000350037    -1.48876e-16     7.7703e-17     1.51148e-16
5.61603e+06  -1.23476e+06  2.79648e+06      4.01336e-10  -7.44409e-11  -1.95119e-10     -9.82     -0.000341943    -9.27629e-17     7.66824e-17     -9.93054e-17
5.78615e+06  -861239  2.5808e+06      4.2274e-10  -6.20817e-11  -1.96388e-10     -9.82     -0.000333195    2.39246e-16     5.6825e-17     -2.35634e-15
5.73325e+06  -1.14712e+06  2.58772e+06      3.82789e-10  -7.17231e-11  -2.13454e-10     -9.82     -0.000333489    -1.47434e-16     3.30306e-17     -4.0498e-18
5.89571e+06  -760711  2.35237e+06      3.62808e-10  -4.11606e-11  -2.14665e-10     -9.82     -0.00032439    -1.3803e-16     -2.86922e-17     5.24675e-17
5.9235e+06  -464827  2.35972e+06      3.88667e-10  -4.85399e-11  -2.06489e-10     -9.82     -0.000325362    -1.28065e-15     8.36424e-16     -1.50666e-15
5.05631e+06  2.51632e+06  2.9976e+06      4.01329e-10  1.67385e-10  -1.98119e-10     -9.82     -0.000353994    -1.69843e-16     1.37767e-17     -2.15234e-16
4.87756e+06  2.61096e+06  3.20559e+06      4.27986e-10  1.8017e-10  -1.96089e-10     -9.82     -0.000364108    -1.45718e-16     -1.28355e-16     1.53268e-16
4.82751e+06  2.45993e+06  3.39637e+06      4.62608e-10  1.80093e-10  -1.91436e-10     -9.82     -0.000373147    2.61197e-16     8.66409e-17     -1.39289e-16
5.33586e+06  2.14278e+06  2.79676e+06      3.85322e-10  1.13831e-10  -2.01654e-10     -9.82     -0.000344037    -1.68814e-16     -1.11936e-16     2.87747e-17
5.17492e+06  2.26229e+06  2.99782e+06      4.03447e-10  1.30218e-10  -1.84962e-10     -9.82     -0.000352956    -1.80274e-16     1.23887e-17     8.34124e-17
5.38339e+06  2.28125e+06  2.5879e+06      3.76029e-10  1.28574e-10  -2.23357e-10     -9.82     -0.000335889    -1.82614e-16     -4.52445e-17     1.56184e-17
4.79401e+06  -3.74096e+06  1.97962e+06      3.11764e-10  -2.22884e-10  -2.28612e-10     -9.82     -0.000316451    -1.45367e-15     1.57569e-15     -2.30352e-15
4.96984e+06  -3.56018e+06  1.87843e+06      2.90764e-10  -1.82031e-10  -2.17605e-10     -9.82     -0.000312723    -7.50444e-17     1.60821e-16     8.32698e-17
2.71071e+06  116323  5.79022e+06      2.2164e-09  1.18995e-10  -7.44619e-10     -9.82     -0.00074614    -3.89378e-16     -5.88115e-17     8.18164e-16
2.68442e+06  388316  5.79071e+06      2.13173e-09  2.75551e-10  -8.72421e-10     -9.82     -0.000746458    -2.26707e-15     2.01595e-15     -1.21163e-15
2.87583e+06  -324032  5.70238e+06      1.86284e-09  -1.69239e-10  -5.89138e-10     -9.82     -0.000702736    -9.21904e-18     2.32758e-16     3.361e-16
2.89153e+06  -30341.6  5.70352e+06      1.96273e-09  1.87612e-10  -8.15939e-10     -9.82     -0.000696228    2.15033e-15     1.28252e-14     -5.56686e-15
16974.6  -6.31663e+06  -996688      3.92663e-11  -1.62951e-10  -2.2063e-10     -9.82     -0.000253813    -3.30356e-17     -3.06083e-17     2.04183e-16
259882  -6.24777e+06  -1.34151e+06      4.19777e-11  -1.53927e-10  -2.18804e-10     -9.82     -0.000246583    -5.90949e-17     -2.18689e-17     -5.86187e-17
27669.7  -6.27344e+06  -1.23952e+06      3.58547e-11  -1.71494e-10  -2.23384e-10     -9.82     -0.00024915    6.70073e-17     1.59333e-16     -1.41359e-16
-394610  -6.24053e+06  -1.33888e+06      1.30661e-11  -1.56993e-10  -2.0946e-10     -9.82     -0.000248489    8.64559e-17     4.89454e-17     8.83521e-17
1.35976e+06  -2.13044e+06  5.87427e+06      1.80872e-09  -2.89157e-09  -4.30169e-10     -9.82     -0.000873829    1.23383e-16     3.89584e-16     -2.59139e-15
1.58061e+06  -1.97172e+06  5.8746e+06      2.56709e-09  -2.37437e-09  8.80196e-11     -9.82     -0.000867367    4.7012e-14     5.16559e-14     4.9567e-14
-4.71666e+06  -2.43675e+06  3.56355e+06      -4.43416e-10  -2.15794e-10  -1.66871e-10     -9.82     -0.000407905    4.9111e-16     3.27445e-16     -3.48177e-17
-4.7894e+06  -2.57398e+06  3.36452e+06      -4.48012e-10  -2.33508e-10  -1.53015e-10     -9.82     -0.000398068    -2.7551e-17     -2.3256e-17     1.12003e-15
-4.6674e+06  -2.83226e+06  3.32844e+06      -4.15053e-10  -2.5307e-10  -1.93574e-10     -9.82     -0.000396191    5.43921e-16     6.47571e-16     1.39807e-17
-4.73121e+06  -2.96025e+06  3.12053e+06      -4.04072e-10  -2.39135e-10  -2.28382e-10     -9.82     -0.000385958    4.36684e-16     4.39366e-16     -5.42974e-17
-4.62711e+06  -3.87017e+06  2.12075e+06      -3.29303e-10  -2.51396e-10  -2.5572e-10     -9.82     -0.000348363    2.69133e-16     -7.36166e-17     -6.87787e-16
-4.65482e+06  -3.95746e+06  1.88637e+06      -2.67073e-10  -2.41505e-10  -2.30868e-10     -9.82     -0.000342419    3.12752e-16     3.00909e-16     2.36703e-16
-4.83129e+06  -3.82093e+06  1.71692e+06      -2.81299e-10  -3.16119e-10  -2.26377e-10     -9.82     -0.00033536    1.92029e-15     3.707e-15     -2.07052e-15
-4.84759e+06  -3.89909e+06  1.47871e+06      -2.12613e-10  -2.54074e-10  -2.46737e-10     -9.82     -0.000327349    2.80887e-16     1.74288e-16     6.21062e-16
2.68336e+06  -435976  5.78774e+06      1.95681e-09  -2.29116e-11  -9.47447e-10     -9.82     -0.000746644    -6.32724e-14     2.38834e-14     3.09688e-14
2.64097e+06  -705571  5.78082e+06      2.20376e-09  -3.207e-10  -6.27104e-10     -9.82     -0.00074913    -1.23586e-16     4.37218e-16     5.22314e-16
4.90598e+06  -3.92014e+06  -1.20522e+06      1.21024e-10  -9.32209e-11  -2.14288e-10     -9.82     -0.000238758    1.3114e-17     3.74683e-16     8.63271e-17
5.20049e+06  -3.4724e+06  -1.33684e+06      1.25512e-10  -7.0451e-11  -2.02782e-10     -9.82     -0.000236045    -8.93478e-19     1.96496e-17     1.16672e-16
3.81052e+06  -4.92819e+06  -1.44188e+06      9.12513e-11  -1.10061e-10  -2.18279e-10     -9.82     -0.000235831    3.03773e-17     2.45945e-16     1.23677e-16
3.62755e+06  -5.0986e+06  -1.31777e+06      1.00012e-10  -1.13078e-10  -2.16206e-10     -9.82     -0.000238401    -6.38378e-17     4.27932e-17     -1.25472e-17
-1.5871e+06  4.91473e+06  -3.77177e+06      2.54127e-12  5.98817e-11  -1.82865e-10     -9.82     -0.000204677    7.89976e-17     -1.71206e-16     1.48127e-16
4.01807e+06  -4.79986e+06  -1.30591e+06      1.0088e-10  -1.06614e-10  -2.19375e-10     -9.82     -0.000237895    -7.71144e-17     3.98841e-17     8.20588e-17
3.40515e+06  -5.22557e+06  -1.40916e+06      9.34824e-11  -1.11998e-10  -2.18048e-10     -9.82     -0.000237137    -2.30312e-17     7.62637e-17     2.06434e-17
2.49877e+06  -5.71032e+06  -1.42708e+06      7.84222e-11  -1.23365e-10  -2.15754e-10     -9.82     -0.00023869    -8.47393e-18     7.33203e-17     1.22136e-17
5.27736e+06  -2.5257e+06  2.57898e+06      3.45738e-10  -1.46663e-10  -2.02639e-10     -9.82     -0.00033533    -4.02039e-16     2.61796e-17     1.49506e-16
5.41262e+06  -2.46312e+06  2.34692e+06      3.45163e-10  -1.37484e-10  -2.07118e-10     -9.82     -0.000326621    -9.93438e-17     9.52656e-17     2.34405e-18
5.52517e+06  -2.1897e+06  2.35549e+06      3.56004e-10  -1.35483e-10  -2.03831e-10     -9.82     -0.000326588    -1.06317e-16     1.0855e-16     -8.75343e-18
5.72328e+06  -1.80329e+06  2.21143e+06      3.46081e-10  -1.05135e-10  -2.03372e-10     -9.82     -0.000320941    -1.38889e-16     -3.16981e-17     1.53699e-17
5.63706e+06  -2.08888e+06  2.17792e+06      3.39823e-10  -1.09754e-10  -2.12014e-10     -9.82     -0.000320071    -1.17348e-16     8.35834e-17     1.81032e-17
5.49757e+06  -1.98847e+06  2.58958e+06      3.70182e-10  -1.20622e-10  -2.00379e-10     -9.82     -0.000334894    -1.89759e-16     -5.4561e-17     1.30998e-16
5.32847e+06  -1.86305e+06  3.00358e+06      4.15705e-10  -1.15916e-10  -2.00545e-10     -9.82     -0.000351626    -1.87726e-16     9.72678e-17     2.28452e-16
5.41576e+06  -1.59375e+06  3.00213e+06      4.15823e-10  -1.00134e-10  -1.93759e-10     -9.82     -0.00035132    -7.38331e-17     4.15685e-17     -2.22399e-16
5.36905e+06  -2.06125e+06  2.79372e+06      3.96023e-10  -1.29279e-10  -1.93739e-10     -9.82     -0.000343122    1.84048e-16     3.59296e-16     -4.92691e-16
5.54582e+06  -1.51376e+06  2.79942e+06      3.90251e-10  -9.61766e-11  -1.90252e-10     -9.82     -0.000342306    -1.25217e-16     6.54162e-17     5.99245e-17
5.58706e+06  -1.71028e+06  2.59673e+06      3.93529e-10  -9.73233e-11  -1.90278e-10     -9.82     -0.000334839    1.79599e-16     7.63806e-17     -1.93864e-16
-4.23665e+06  4.61683e+06  1.27476e+06      -1.87261e-10  2.51075e-10  -2.48817e-10     -9.82     -0.000311089    8.68307e-17     -3.35132e-17     -2.32169e-16
-4.58441e+06  4.26836e+06  1.2854e+06      -2.08841e-10  2.18212e-10  -2.06324e-10     -9.82     -0.00031253    1.09667e-16     -4.22225e-17     9.97941e-17
-896408  6.27391e+06  846873      -3.86948e-11  2.81751e-10  -2.36542e-10     -9.82     -0.00029216    9.38855e-17     -7.61156e-17     4.27794e-18
-1.17592e+06  6.23679e+06  776189      -3.30957e-11  2.98274e-10  -2.32109e-10     -9.82     -0.00029043    -3.81811e-16     -6.23472e-16     -1.77357e-15
-846876  6.24347e+06  1.08854e+06      -2.40013e-11  3.06715e-10  -2.58692e-10     -9.82     -0.000299269    -9.2043e-16     -9.20765e-16     -1.66273e-16
-5.03251e+06  3.69513e+06  1.38148e+06      -2.19486e-10  2.30203e-10  -2.59502e-10     -9.82     -0.000317446    3.58999e-16     2.28696e-17     -2.45933e-17
-4.72867e+06  4.06846e+06  1.40576e+06      -1.86357e-10  2.26398e-10  -2.00168e-10     -9.82     -0.00031616    1.00837e-16     -9.93359e-17     1.63354e-16
-4.90108e+06  3.90493e+06  1.27355e+06      -2.23957e-10  2.15168e-10  -2.59175e-10     -9.82     -0.000313035    9.76305e-17     -1.08309e-16     -1.49615e-17
-451101  5.83802e+06  2.56775e+06      -2.66496e-11  4.66837e-10  -2.62188e-10     -9.82     -0.000353329    2.66193e-16     -8.30287e-16     3.41623e-16
-3.93008e+06  4.16935e+06  2.8366e+06      -3.06775e-10  3.29167e-10  -1.99423e-10     -9.82     -0.000369016    5.49028e-17     -1.51062e-16     -1.5158e-16
-4.13323e+06  4.2646e+06  2.36872e+06      -2.87158e-10  3.0104e-10  -2.36641e-10     -9.82     -0.000349272    1.10268e-16     -2.0937e-16     3.91343e-17
-4.27223e+06  4.04927e+06  2.49604e+06      -3.02123e-10  3.01073e-10  -2.38696e-10     -9.82     -0.000354764    2.38039e-16     -1.48385e-16     -1.11425e-17
461915  -6.26338e+06  -1.20709e+06      3.9181e-11  -1.55614e-10  -2.19311e-10     -9.82     -0.000248214    1.01802e-17     5.37596e-17     3.64196e-17
675929  -6.22157e+06  -1.31796e+06      4.6775e-11  -1.4953e-10  -2.17508e-10     -9.82     -0.000245721    8.90249e-17     -7.64765e-17     4.58912e-17
-159451  -6.23793e+06  -1.39908e+06      3.09142e-11  -1.51934e-10  -2.19361e-10     -9.82     -0.000246767    3.47978e-18     2.99236e-17     1.07588e-16
3.67555e+06  3.78147e+06  3.61464e+06      4.16561e-10  3.76287e-10  -2.17426e-10     -9.82     -0.000393474    -6.46438e-17     -2.45132e-16     -3.00872e-16
-1.63418e+06  6.17572e+06  -272618      -3.8679e-11  2.05664e-10  -2.32854e-10     -9.82     -0.000264675    -2.82324e-17     -8.80736e-17     -1.9573e-17
-1.673e+06  6.14955e+06  -518202      -3.56546e-11  1.91168e-10  -2.29833e-10     -9.82     -0.000259295    5.29512e-18     -6.37073e-17     1.85143e-17
-4.13608e+06  4.54809e+06  1.75853e+06      -2.21975e-10  2.6171e-10  -2.21574e-10     -9.82     -0.000326117    6.8798e-17     -2.26939e-16     -9.28098e-17
-3.97796e+06  4.73636e+06  1.62188e+06      -1.97709e-10  2.57267e-10  -2.37065e-10     -9.82     -0.000321462    3.60816e-16     -3.0884e-16     1.24049e-17
-4.03111e+06  4.76723e+06  1.38278e+06      -2.02091e-10  2.48715e-10  -2.30368e-10     -9.82     -0.000314105    -1.43902e-16     -1.82107e-16     5.53058e-17
-1.50041e+06  6.19827e+06  462238      -5.48963e-11  2.51936e-10  -2.37004e-10     -9.82     -0.000282185    2.86749e-16     -5.25944e-16     4.9009e-16
-1.54745e+06  6.20009e+06  218069      -4.59697e-11  2.36188e-10  -2.30281e-10     -9.82     -0.000276135    3.06787e-16     2.4206e-16     2.41598e-16
2.39463e+06  4.48779e+06  -3.87618e+06      3.72388e-11  5.87726e-11  -1.59652e-10     -9.82     -0.000198976    -3.52187e-16     -2.54871e-17     -8.57952e-17
2.16687e+06  4.55607e+06  -3.93036e+06      3.77978e-11  7.09706e-11  -1.5016e-10     -9.82     -0.000198519    9.10887e-18     -1.46195e-16     1.4068e-16
2.49129e+06  4.31321e+06  -4.01139e+06      2.48874e-11  6.44497e-11  -1.63119e-10     -9.82     -0.000197594    -8.84934e-17     -2.22467e-16     6.86093e-17
4.28173e+06  3.98427e+06  2.58329e+06      3.8211e-10  3.00213e-10  -1.80382e-10     -9.82     -0.000341958    4.96137e-15     1.07888e-15     -7.02738e-15
4.47217e+06  3.76537e+06  2.58907e+06      3.30798e-10  2.41727e-10  -2.18582e-10     -9.82     -0.000341308    -3.12448e-16     -1.20237e-16     8.64866e-17
4.05722e+06  4.3408e+06  2.35959e+06      3.00603e-10  2.78322e-10  -2.18088e-10     -9.82     -0.000334283    -2.83388e-16     -1.86437e-16     -1.18428e-16
4.27141e+06  4.13402e+06  2.35294e+06      2.93174e-10  2.55028e-10  -2.16523e-10     -9.82     -0.000333201    -1.14351e-16     -1.44381e-16     -4.12652e-17
3.19378e+06  4.28738e+06  -3.50922e+06      4.44216e-11  7.68876e-11  -1.54226e-10     -9.82     -0.000204222    -1.19634e-17     -3.54861e-17     -1.47536e-16
2.7457e+06  4.49663e+06  -3.62459e+06      2.64246e-11  7.29589e-11  -1.73434e-10     -9.82     -0.000202357    -1.14329e-16     -1.65623e-16     -1.80834e-19
2.84475e+06  4.31596e+06  -3.7654e+06      1.63583e-11  6.08293e-11  -1.64358e-10     -9.82     -0.000200981    -1.44924e-16     1.76138e-16     1.98031e-17
5.14779e+06  -175686  -3.79079e+06      8.00864e-11  3.44239e-11  -1.62832e-10     -9.82     -0.000200058    -9.39029e-18     -1.70837e-16     9.38835e-17
-747418  -6.25918e+06  -1.08056e+06      1.50169e-11  -1.69731e-10  -2.27761e-10     -9.82     -0.000254375    -1.36173e-16     -5.5844e-17     1.25064e-16
-880015  -6.20796e+06  -1.26047e+06      7.23661e-12  -1.6156e-10  -2.20542e-10     -9.82     -0.000251915    3.78744e-18     -5.40889e-18     1.24564e-16
-1.11605e+06  -6.1779e+06  -1.22136e+06      1.11701e-11  -1.62287e-10  -2.33873e-10     -9.82     -0.000252881    -6.38005e-17     3.15076e-17     1.41751e-16
4.17115e+06  4.45308e+06  -1.91236e+06      8.41806e-11  9.85848e-11  -2.06821e-10     -9.82     -0.000228562    -4.68546e-18     -5.35375e-17     4.99525e-17
-3.86371e+06  4.94083e+06  1.2441e+06      -1.79883e-10  2.5441e-10  -2.34125e-10     -9.82     -0.000309533    1.29335e-16     -1.06242e-16     2.13801e-17
-4.27464e+06  4.6427e+06  1.03096e+06      -1.77028e-10  2.30215e-10  -2.31197e-10     -9.82     -0.000304762    1.48017e-16     -6.81102e-17     7.73704e-17
-4.68495e+06  4.02629e+06  1.6516e+06      -2.14537e-10  2.58495e-10  -2.12488e-10     -9.82     -0.000324736    2.72784e-17     -2.5623e-16     1.21212e-16
4.69361e+06  3.88207e+06  -1.94553e+06      1.02755e-10  7.87964e-11  -2.01985e-10     -9.82     -0.00022795    -1.44063e-16     6.37668e-17     -8.11021e-17
4.78868e+06  3.67433e+06  -2.1106e+06      9.8531e-11  7.06904e-11  -2.04491e-10     -9.82     -0.000224946    -5.39395e-17     -2.27551e-17     2.83644e-17
5.40375e+06  2.58128e+06  -2.24132e+06      1.08138e-10  3.58772e-11  -2.04981e-10     -9.82     -0.00022248    -1.14864e-17     -1.01586e-16     1.27516e-16
5.49927e+06  2.56858e+06  -2.01169e+06      1.1256e-10  4.65e-11  -2.02727e-10     -9.82     -0.000225982    1.12658e-16     -5.16127e-17     5.53858e-17
6.01206e+06  833545  -2.0117e+06      1.25678e-10  1.19735e-11  -1.9824e-10     -9.82     -0.000225336    -2.55342e-17     -3.20539e-17     -1.12884e-17
6.06488e+06  563571  -1.94554e+06      1.2727e-10  3.88777e-12  -1.97165e-10     -9.82     -0.00022641    -4.44853e-17     8.86181e-18     -1.08898e-17
1.42056e+06  5.90098e+06  -2.0117e+06      1.8824e-11  1.2414e-10  -2.15689e-10     -9.82     -0.000227553    -3.48662e-17     -9.62036e-17     -1.03994e-16
1.35107e+06  5.83422e+06  -2.24132e+06      3.16174e-11  1.01295e-10  -2.09507e-10     -9.82     -0.000223506    1.14599e-17     -1.94864e-16     1.08644e-16
-2.08715e+06  3.45691e+06  -4.95497e+06      6.60772e-12  5.40101e-11  -1.48757e-10     -9.82     -0.000193789    2.16904e-17     -4.67919e-17     2.32123e-16
1.48091e+06  3.36634e+06  5.22988e+06      7.60904e-10  1.35529e-09  -3.86469e-10     -9.82     -0.000607299    -2.37038e-15     -2.35828e-15     1.1381e-15
-1.08178e+06  -6.25064e+06  -813037      -7.63493e-12  -1.86601e-10  -1.95509e-10     -9.82     -0.000260648    1.57167e-16     6.94222e-17     1.54824e-16
-1.21599e+06  -6.19898e+06  -997882      1.96526e-12  -1.78338e-10  -2.15664e-10     -9.82     -0.000257714    2.7445e-17     -7.35497e-17     8.56421e-17
-1.35243e+06  -6.24944e+06  -117156      1.20127e-11  -2.14642e-10  -2.48896e-10     -9.82     -0.000275485    1.13407e-16     3.11903e-16     2.32183e-16
-1.4372e+06  -6.23045e+06  116513      -3.71541e-11  -2.33343e-10  -2.33145e-10     -9.82     -0.00028144    -1.61351e-16     6.56634e-17     3.45878e-16
-1.1144e+06  -6.2953e+06  -163089      8.3044e-12  -2.15671e-10  -2.39387e-10     -9.82     -0.000274112    8.97522e-17     3.64101e-17     -6.1097e-17
-4.46293e+06  4.48763e+06  913497      -1.63148e-10  2.41333e-10  -2.07857e-10     -9.82     -0.000301596    1.83184e-16     6.70361e-16     2.93158e-16
-4.49392e+06  -4.17149e+06  1.81375e+06      -3.38741e-10  -2.22096e-10  -1.50258e-10     -9.82     -0.000338246    -1.1198e-15     -6.34167e-16     1.28037e-15
-4.61666e+06  4.30091e+06  1.03805e+06      -2.04467e-10  2.10094e-10  -2.30544e-10     -9.82     -0.000305681    1.39242e-16     -1.24278e-16     -1.31338e-17
-4.78934e+06  4.13805e+06  910931      -2.15559e-10  1.80036e-10  -2.17988e-10     -9.82     -0.00030236    1.7454e-16     -3.28512e-17     2.6754e-16
2.88413e+06  -4.7301e+06  -3.19307e+06      6.73755e-11  -5.17886e-11  -1.84807e-10     -9.82     -0.000209474    -1.39014e-16     8.65725e-17     1.04365e-17
2.74329e+06  -4.91211e+06  -3.038e+06      6.61016e-11  -6.40327e-11  -1.78357e-10     -9.82     -0.000211594    -5.14745e-17     1.06082e-16     7.06636e-17
3.10277e+06  -4.63683e+06  -3.12655e+06      6.48119e-11  -5.81453e-11  -1.78786e-10     -9.82     -0.000209672    -7.75945e-17     1.31306e-16     -3.50624e-18
2.52735e+06  -4.72511e+06  -3.48728e+06      5.27333e-11  -5.23544e-11  -1.80303e-10     -9.82     -0.000205819    -1.06681e-16     1.33557e-16     9.88556e-18
-4.92761e+06  2.93756e+06  2.82485e+06      -3.60907e-10  2.96688e-10  -2.24904e-10     -9.82     -0.000369656    5.21943e-16     -1.53399e-16     4.61892e-16
-4.85953e+06  3.14876e+06  2.70942e+06      -3.84262e-10  2.58271e-10  -2.27144e-10     -9.82     -0.000365154    -4.65324e-16     -3.72384e-16     -1.8083e-16
5.35096e+06  -1.40183e+06  3.20699e+06      4.47002e-10  -1.0039e-10  -2.04189e-10     -9.82     -0.000360323    -1.78846e-16     6.93666e-17     3.123e-16
5.59304e+06  -771783  3.00091e+06      4.19855e-10  -4.51479e-11  -1.89853e-10     -9.82     -0.000350284    -8.41558e-17     5.13017e-17     -3.11971e-16
1.32917e+06  -5.72908e+06  2.50792e+06      1.34375e-10  -4.1741e-10  -2.31594e-10     -9.82     -0.000348199    1.08369e-15     -1.15133e-16     -1.01295e-15
1.58875e+06  -5.71642e+06  2.38321e+06      1.5045e-10  -3.92534e-10  -2.3063e-10     -9.82     -0.00034224    -2.50776e-16     3.01972e-16     2.15732e-16
1.07737e+06  -5.92411e+06  2.15022e+06      8.62961e-11  -3.83462e-10  -2.29391e-10     -9.82     -0.000334359    -6.29377e-17     1.11015e-16     -8.92366e-17
1.34105e+06  -5.91375e+06  2.02716e+06      1.14778e-10  -3.66659e-10  -2.36735e-10     -9.82     -0.000329176    -7.90187e-17     6.00181e-17     3.96045e-17
-1.21596e+06  1.13729e+06  -6.17345e+06      2.67598e-11  2.79153e-11  -1.35936e-10     -9.82     -0.000180749    -1.25999e-17     1.2621e-17     3.02389e-16
-818418  920945  -6.27443e+06      2.51887e-11  2.102e-11  -1.34848e-10     -9.82     -0.000178595    4.25634e-17     9.92708e-17     3.89853e-16
-1.32947e+06  873184  -6.1932e+06      2.06568e-11  4.1587e-11  -1.42761e-10     -9.82     -0.000181789    -5.00234e-18     -1.20382e-17     7.77954e-17
-961351  1.15973e+06  -6.2141e+06      1.30295e-11  4.79445e-11  -1.22773e-10     -9.82     -0.000179745    1.04687e-16     -2.86667e-16     -1.91244e-18
-3.89887e+06  4.42542e+06  2.46874e+06      -2.73929e-10  3.26471e-10  -2.41585e-10     -9.82     -0.000353149    1.9416e-16     -1.45622e-16     2.65397e-17
-3.79336e+06  4.38074e+06  2.70132e+06      -3.11228e-10  3.69588e-10  -2.20942e-10     -9.82     -0.000363321    2.29004e-16     -2.9974e-16     -6.49065e-16
-3.51032e+06  4.77162e+06  2.40672e+06      -2.47872e-10  3.42987e-10  -2.38006e-10     -9.82     -0.000350227    8.31168e-17     -2.64775e-16     1.98007e-16
-3.39785e+06  4.73422e+06  2.63088e+06      -2.54162e-10  3.73564e-10  -2.35451e-10     -9.82     -0.000359884    2.5316e-16     -2.14497e-16     1.91338e-17
-3.53702e+06  4.54007e+06  2.78466e+06      -2.83833e-10  3.6426e-10  -2.22225e-10     -9.82     -0.000366913    4.9806e-16     -7.82528e-17     3.99744e-16
-1.27447e+06  -6.25909e+06  307394      1.91137e-11  -2.52507e-10  -2.40718e-10     -9.82     -0.000285392    1.0131e-16     9.74577e-17     2.91782e-16
5.62935e+06  2.32613e+06  -1.94553e+06      1.21994e-10  3.82309e-11  -2.04729e-10     -9.82     -0.000227024    -5.83287e-17     -9.01077e-18     -1.2784e-17
5.76943e+06  1.84883e+06  -2.04488e+06      1.16687e-10  3.42499e-11  -2.06384e-10     -9.82     -0.000225106    -5.23049e-17     -1.74249e-17     1.85438e-17
5.65896e+06  2.09961e+06  -2.1106e+06      1.0827e-10  3.66144e-11  -2.0595e-10     -9.82     -0.000224117    -7.4254e-17     4.67015e-18     6.19502e-17
5.5611e+06  2.11917e+06  -2.33895e+06      1.06113e-10  3.46671e-11  -2.00791e-10     -9.82     -0.000220474    -8.65523e-17     7.1232e-18     2.15269e-17
2.71226e+06  4.22844e+06  -3.95771e+06      2.08717e-11  6.44407e-11  -1.74399e-10     -9.82     -0.000198578    -1.52535e-16     -1.54591e-16     1.11441e-16
2.79176e+06  4.04669e+06  -4.0905e+06      1.46477e-11  6.94746e-11  -1.57895e-10     -9.82     -0.000197508    8.02957e-17     -1.7526e-16     1.28177e-16
2.4385e+06  4.03775e+06  -4.31925e+06      -1.59433e-13  6.69965e-11  -1.54299e-10     -9.82     -0.000194596    2.00064e-17     -2.25086e-16     9.20267e-17
2.64977e+06  3.95594e+06  -4.27003e+06      2.60364e-11  5.52934e-11  -1.61374e-10     -9.82     -0.000194653    -1.0879e-16     -1.88651e-16     9.34817e-17
1.9562e+06  -2.57012e+06  5.52156e+06      1.24273e-09  -1.41771e-09  -3.17911e-10     -9.82     -0.00067327    -1.53909e-15     -1.01125e-15     -1.31864e-15
-20407.4  -3.34273e+06  5.45299e+06      3.65367e-11  -1.74475e-09  -1.61296e-10     -9.82     -0.000668086    4.83524e-15     9.02416e-15     1.01317e-14
